,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
115,116,George Tindley,gtindley37@privacy.gov.au,Male,Product Management,Master's Degree,1978-05-10,False,5,High,Needs Improvement,Advanced Excel Techniques,120548.55,gym membership,Social media,95000,26.89321052631579,Yes,Personal reasons,2006-03-18,Personal - Life Events,Voluntary,Low
116,117,Marcellus Biles,mbiles38@bigcartel.com,Male,Research and Development,High School Diploma,2002-05-01,True,1,Moderate,Average,Cybersecurity Basics,65153.47,health insurance,Employee referral,55000,18.46085454545455,No,,,,,Meet Expectation
117,118,Arley Wisniewski,awisniewski39@mozilla.org,Male,Sales,Associate's Degree,1978-09-28,False,4,High,Unsatisfactory,Leadership Development Program,137983.97,flexible work hours,Recruiter,60000,129.9732833333333,Yes,Retirement,2002-02-24,Natural Attrition,Voluntary,Low
118,119,Philis Dobbin,pdobbin3a@go.com,Female,Product Management,High School Diploma,2011-07-29,True,5,Moderate,Needs Improvement,Advanced Excel Techniques,124564.74,gym membership,Recruiter,55000,126.4813454545455,No,,,,,Low
119,120,Nicky Cursey,ncursey3b@latimes.com,Female,Training,Master's Degree,1972-10-13,False,5,Moderate,Below Expectations,Introduction to Data Science,116967.51,company car,Employee referral,50000,133.93502,Yes,Found a better opportunity,2001-10-05,Career & Compensation,Voluntary,Low
120,121,Lothario Genge,lgenge3c@tiny.cc,Male,Engineering,Bachelor's Degree,1991-07-11,False,4,High,Satisfactory,Customer Service Excellence,77403.63,free snacks,Social media,60000,29.00605000000001,No,Company downsizing,2005-01-22,Organizational Restructuring,Involuntary,Meet Expectation
121,122,Della Duley,dduley3d@nasa.gov,Female,Services,Master's Degree,1975-10-02,False,3,Low,Below Expectations,Leadership Development Program,120704.32,professional development opportunities,Social media,70000,72.43474285714287,Yes,Career change,2002-01-01,Career & Compensation,Voluntary,Low
122,123,Gaultiero Grimmett,ggrimmett3e@mayoclinic.com,Male,Marketing,Associate's Degree,2013-10-25,True,3,High,Superior,Introduction to Data Science,53774.61,company car,Social media,60000,-10.37565,Yes,,,,,High
123,124,Keane Osorio,kosorio3f@gravatar.com,Male,Services,Associate's Degree,1992-01-12,True,5,Moderate,Average,Project Management Fundamentals,53775.82,gym membership,Recruiter,80000,-32.780225,No,,,,,Meet Expectation
124,125,Giuseppe Pregal,gpregal3g@taobao.com,Male,Training,Master's Degree,1981-10-27,False,1,Low,Exceptional,Leadership Development Program,83061.99,performance bonuses,Company website,85000,-2.280011764705876,No,Family commitments,2003-03-15,Personal - Life Events,Voluntary,High
125,126,Noni Durant,ndurant3h@tinypic.com,Female,Legal,Master's Degree,2003-12-28,False,5,Moderate,Average,Project Management Fundamentals,65153.96,health insurance,Employee referral,90000,-27.60671111111111,No,Family commitments,2015-02-23,Personal - Life Events,Voluntary,Meet Expectation
126,127,Nichols Castilla,ncastilla3i@nyu.edu,Male,Services,Master's Degree,2018-03-15,True,2,Low,Satisfactory,Introduction to Data Science,82613.13,remote work option,Company website,70000,18.01875714285715,Yes,,,,,Meet Expectation
127,128,Esra Caine,ecaine3j@unblog.fr,Male,Business Development,PhD,2011-05-18,True,2,Moderate,Good,Leadership Development Program,44435.81,professional development opportunities,Employee referral,85000,-47.72257647058824,No,,,,,Meet Expectation
128,129,Bradan Aberhart,baberhart3k@nature.com,Male,Business Development,Associate's Degree,2015-09-07,True,5,High,Excellent,Project Management Fundamentals,135929.27,performance bonuses,Company website,75000,81.23902666666665,No,,,,,High
129,130,Joceline Kelledy,jkelledy3l@aol.com,Female,Engineering,Bachelor's Degree,1991-06-28,True,1,Low,Exceptional,Leadership Development Program,42404.64,health insurance,Company website,90000,-52.88373333333334,No,,,,,High
130,131,Katha Harbin,kharbin3m@wikispaces.com,Female,Training,Associate's Degree,2017-11-09,True,3,Moderate,Average,Digital Marketing Strategies,77048.44,remote work option,Employee referral,85000,-9.354776470588233,Yes,,,,,Meet Expectation
131,132,Malynda Coakley,mcoakley3n@msn.com,Female,Training,High School Diploma,1997-09-23,False,1,Low,Exceptional,Customer Service Excellence,59409.24,401k matching,Job board,65000,-8.601169230769234,Yes,Relocation,2017-05-19,Personal - Life Events,Voluntary,High
132,133,Vidovic Livesay,vlivesay3o@nationalgeographic.com,Male,Research and Development,Master's Degree,2009-05-31,True,5,Low,Superior,Public Speaking Mastery,69853.42,401k matching,Social media,60000,16.42236666666666,Yes,,,,,High
133,134,Basil Cake,bcake3p@mapquest.com,Male,Accounting,PhD,1995-11-17,True,5,High,Good,Digital Marketing Strategies,65526.25,company car,Employee referral,85000,-22.91029411764706,No,,,,,Meet Expectation
134,135,Jordan Blakeborough,jblakeborough3q@ovh.net,Male,Accounting,Associate's Degree,2019-12-03,True,3,High,Unsatisfactory,Customer Service Excellence,72587.69,flexible work hours,Job board,70000,3.696700000000003,No,,,,,Low
135,136,Ralf Milberry,rmilberry3r@ft.com,Male,Support,High School Diploma,1991-11-24,True,5,Low,Superior,Introduction to Data Science,93566.59,performance bonuses,Recruiter,90000,3.962877777777774,Yes,,,,,High
136,137,Horace Ripping,hripping3s@typepad.com,Male,Sales,PhD,2000-02-09,True,5,Low,Excellent,Digital Marketing Strategies,87646.58,paid time off,Employee referral,95000,-7.740442105263156,No,,,,,High
137,138,Kendall Sturzaker,ksturzaker3t@hubpages.com,Male,Product Management,Associate's Degree,2007-06-18,True,4,Moderate,Excellent,Advanced Excel Techniques,115812.69,free snacks,Employee referral,70000,65.4467,No,,,,,High
138,139,Trumann Abdey,tabdey3u@illinois.edu,Male,Training,High School Diploma,2020-07-10,True,5,Moderate,Superior,Introduction to Data Science,48366.72,401k matching,Employee referral,80000,-39.5416,Yes,,,,,High
139,140,Kirsteni Rechert,krechert3v@europa.eu,Female,Product Management,PhD,2019-03-09,True,3,Low,Satisfactory,Advanced Excel Techniques,60041.08,health insurance,Job board,90000,-33.28768888888889,No,,,,,Meet Expectation
140,141,Marmaduke Storek,mstorek3w@abc.net.au,Male,Training,PhD,1998-03-13,True,5,High,Good,Advanced Excel Techniques,146913.1,paid time off,Job board,65000,126.0201538461539,Yes,,,,,Meet Expectation
141,142,Gillan Breed,gbreed3x@tinypic.com,Female,Research and Development,Master's Degree,2006-02-28,True,1,Low,Below Expectations,Cybersecurity Basics,89892.47,gym membership,Recruiter,85000,5.755847058823531,No,,,,,Low
142,143,Dyana O'Mannion,domannion3y@friendfeed.com,Female,Accounting,Master's Degree,2017-05-07,True,1,Moderate,Average,Digital Marketing Strategies,96725.81,gym membership,Company website,55000,75.86510909090909,No,,,,,Meet Expectation
143,144,Penn Lotherington,plotherington3z@java.com,Male,Marketing,Bachelor's Degree,2007-04-01,True,1,High,Unsatisfactory,Negotiation Skills Workshop,105789.36,401k matching,Company website,75000,41.05248,No,,,,,Low
144,145,Iago Drable,idrable40@marriott.com,Male,Engineering,Associate's Degree,2009-12-22,False,5,Moderate,Average,Negotiation Skills Workshop,108860.01,professional development opportunities,Job board,70000,55.51429999999999,Yes,Health reasons,2015-06-13,Personal - Life Events,Voluntary,Meet Expectation
145,146,Prinz Claussen,pclaussen41@icio.us,Male,Sales,Associate's Degree,1990-02-19,False,5,Low,Below Expectations,Digital Marketing Strategies,85624.67,company car,Company website,55000,55.68121818181818,Yes,Lack of growth opportunities,2013-05-20,Career & Compensation,Voluntary,Low
146,147,Davine Munson,dmunson42@etsy.com,Female,Legal,High School Diploma,2014-06-21,True,4,Moderate,Unsatisfactory,Cybersecurity Basics,67363.81,professional development opportunities,Job board,60000,12.27301666666666,Yes,,,,,Low
147,148,Cecilla Sego,csego43@squidoo.com,Female,Product Management,Master's Degree,1986-06-25,False,3,High,Below Expectations,Negotiation Skills Workshop,61040.75,401k matching,Job board,70000,-12.79892857142857,No,Lack of growth opportunities,2009-03-08,Career & Compensation,Voluntary,Low
148,149,Dulcie Rossi,drossi44@geocities.com,Female,Marketing,High School Diploma,1984-11-06,False,5,Moderate,Below Expectations,Project Management Fundamentals,93933.77,free snacks,Recruiter,65000,44.51349230769232,Yes,Relocation,2009-12-05,Personal - Life Events,Voluntary,Low
149,150,Lyell Innocent,linnocent45@wiley.com,Male,Human Resources,Professional Degree,2014-02-08,False,2,Low,Satisfactory,Advanced Excel Techniques,49726.5,performance bonuses,Job board,65000,-23.49769230769231,No,Contract ended,2018-02-01,Contract Expiration,Involuntary,Meet Expectation
150,151,Vonny Lismore,vlismore46@zimbio.com,Female,Training,PhD,1999-06-09,True,3,Low,Unsatisfactory,Cybersecurity Basics,113153.08,gym membership,Company website,85000,33.1212705882353,No,,,,,Low
151,152,Erinn Lambkin,elambkin47@webnode.com,Female,Product Management,Bachelor's Degree,2000-12-22,True,5,High,Unsatisfactory,Leadership Development Program,126062.86,health insurance,Company website,50000,152.12572,Yes,,,,,Low
152,153,Brocky Malling,bmalling48@cisco.com,Male,Accounting,Bachelor's Degree,1991-02-13,True,5,Low,Superior,Effective Communication Skills,51725.62,free snacks,Job board,90000,-42.52708888888888,No,,,,,High
153,154,Craggy MacInherney,cmacinherney49@geocities.com,Male,Business Development,High School Diploma,1981-10-20,False,5,Moderate,Unsatisfactory,Introduction to Data Science,77458.32,401k matching,Job board,85000,-8.872564705882345,No,Found a better opportunity,2011-10-14,Career & Compensation,Voluntary,Low
154,155,Adrianne Blant,ablant4a@comcast.net,Female,Accounting,Master's Degree,2002-01-23,False,3,Low,Good,Project Management Fundamentals,43944.31,paid time off,Company website,80000,-45.0696125,No,Relocation,2020-05-31,Personal - Life Events,Voluntary,Meet Expectation
155,156,Mel Mattes,mmattes4b@networkadvertising.org,Female,Accounting,PhD,1979-07-27,False,5,High,Satisfactory,Customer Service Excellence,139847.11,company car,Company website,75000,86.46281333333332,No,Found a better opportunity,2001-05-28,Career & Compensation,Voluntary,Meet Expectation
156,157,Sophronia Lofts,slofts4c@baidu.com,Female,Accounting,Associate's Degree,1998-01-13,False,4,Low,Needs Improvement,Advanced Excel Techniques,53639.42,paid time off,Social media,65000,-17.47781538461539,No,Found a better opportunity,2022-06-11,Career & Compensation,Voluntary,Low
157,158,Rosie Yakushkin,ryakushkin4d@whitehouse.gov,Female,Services,Professional Degree,1993-01-01,True,3,Moderate,Good,Leadership Development Program,146799.39,paid time off,Recruiter,75000,95.73252000000002,Yes,,,,,Meet Expectation
158,159,Brandon Frankcombe,bfrankcombe4e@huffingtonpost.com,Male,Legal,Professional Degree,1996-12-16,True,2,Moderate,Needs Improvement,Introduction to Data Science,52908.99,401k matching,Job board,90000,-41.21223333333334,Yes,,,,,Low
159,160,Katharine Aloigi,kaloigi4f@studiopress.com,Female,Legal,High School Diploma,2015-08-04,True,1,High,Unsatisfactory,Cybersecurity Basics,143570.06,free snacks,Recruiter,70000,105.1000857142857,Yes,,,,,Low
160,161,Meghann Michiel,mmichiel4g@about.me,Female,Human Resources,PhD,2019-03-21,True,4,High,Exceptional,Advanced Excel Techniques,84744.26,professional development opportunities,Employee referral,50000,69.48852,No,,,,,High
161,162,Garvey Maytum,gmaytum4h@lycos.com,Male,Research and Development,Bachelor's Degree,1999-09-11,True,2,Low,Satisfactory,Introduction to Data Science,82947.53,paid time off,Company website,60000,38.24588333333333,No,,,,,Meet Expectation
162,163,Inger Easeman,ieaseman4i@ovh.net,Male,Human Resources,High School Diploma,1990-12-01,False,3,Low,Exceptional,Project Management Fundamentals,101529.6,company car,Employee referral,80000,26.91200000000001,Yes,Personal reasons,2011-05-05,Personal - Life Events,Voluntary,High
163,164,Stace Kanzler,skanzler4j@auda.org.au,Female,Research and Development,Associate's Degree,2011-01-16,True,3,Low,Outstanding,Digital Marketing Strategies,145802.0,performance bonuses,Company website,65000,124.3107692307692,No,,,,,High
164,165,Lion Mallabar,lmallabar4k@un.org,Male,Marketing,Master's Degree,2013-10-18,False,1,Moderate,Satisfactory,Introduction to Data Science,136354.85,professional development opportunities,Job board,60000,127.2580833333333,No,Health reasons,2022-09-04,Personal - Life Events,Voluntary,Meet Expectation
165,166,Cathrin Kelso,ckelso4l@chicagotribune.com,Female,Research and Development,High School Diploma,1988-10-14,False,2,Moderate,Satisfactory,Negotiation Skills Workshop,58812.48,performance bonuses,Company website,60000,-1.979199999999995,No,Personal reasons,2011-12-19,Personal - Life Events,Voluntary,Meet Expectation
166,167,Gustav McNea,gmcnea4m@salon.com,Male,Support,Professional Degree,2010-10-02,True,4,Moderate,Superior,Leadership Development Program,83062.56,professional development opportunities,Recruiter,65000,27.78855384615384,No,,,,,High
167,168,Jenna Prestedge,jprestedge4n@reuters.com,Female,Product Management,PhD,1995-03-15,True,2,Moderate,Superior,Public Speaking Mastery,130835.19,remote work option,Job board,90000,45.37243333333333,Yes,,,,,High
168,169,Ervin Kippin,ekippin4o@smh.com.au,Male,Research and Development,Master's Degree,1998-07-12,False,2,Low,Satisfactory,Cybersecurity Basics,68060.15,health insurance,Social media,55000,23.74572727272726,Yes,Family commitments,2020-09-25,Personal - Life Events,Voluntary,Meet Expectation
169,170,Laurent Mingasson,lmingasson4p@zimbio.com,Male,Human Resources,High School Diploma,2020-11-27,True,4,High,Unsatisfactory,Negotiation Skills Workshop,109248.52,performance bonuses,Job board,90000,21.38724444444445,Yes,,,,,Low
170,171,Adriano Nijs,anijs4q@flavors.me,Male,Sales,PhD,2023-12-31,True,1,Moderate,Exceptional,Cybersecurity Basics,139753.87,401k matching,Job board,80000,74.6923375,No,,,,,High
171,172,Kellen Andreutti,kandreutti4r@eventbrite.com,Female,Training,Associate's Degree,2010-01-28,True,4,High,Superior,Digital Marketing Strategies,49651.59,company car,Company website,50000,-0.696820000000007,Yes,,,,,High
172,173,Darby Colgan,dcolgan4s@nationalgeographic.com,Male,Marketing,PhD,1991-09-11,False,3,Moderate,Average,Public Speaking Mastery,128686.84,professional development opportunities,Company website,80000,60.85855,No,Health reasons,2015-05-16,Personal - Life Events,Voluntary,Meet Expectation
173,174,Maurizia Brundall,mbrundall4t@umich.edu,Female,Product Management,PhD,1994-07-09,True,2,Low,Exceptional,Customer Service Excellence,140724.65,paid time off,Social media,95000,48.13121052631578,Yes,,,,,High
174,175,Ethe Kinghorne,ekinghorne4u@yandex.ru,Male,Research and Development,Professional Degree,2011-07-07,True,5,Low,Average,Effective Communication Skills,133451.72,free snacks,Social media,60000,122.4195333333333,No,,,,,Meet Expectation
175,176,Virginie Atcock,vatcock4v@posterous.com,Female,Engineering,PhD,1995-01-23,True,3,High,Outstanding,Effective Communication Skills,45147.87,professional development opportunities,Employee referral,85000,-46.88485882352941,Yes,,,,,High
176,177,Idette Vedntyev,ivedntyev4w@comcast.net,Female,Business Development,Master's Degree,2002-05-15,False,2,High,Superior,Public Speaking Mastery,125132.08,gym membership,Recruiter,75000,66.84277333333334,Yes,Contract ended,2016-09-12,Contract Expiration,Involuntary,High
177,178,Alvis Corradino,acorradino4x@bizjournals.com,Male,Legal,High School Diploma,1983-02-26,False,5,Moderate,Unsatisfactory,Public Speaking Mastery,77122.32,company car,Employee referral,80000,-3.597099999999991,Yes,Contract ended,2013-09-27,Contract Expiration,Involuntary,Low
178,179,Carita Georg,cgeorg4y@google.es,Female,Human Resources,Master's Degree,1998-12-30,True,3,Low,Superior,Project Management Fundamentals,129591.69,remote work option,Social media,85000,52.46081176470588,No,,,,,High
179,180,Manya Van Arsdalen,mvan4z@ca.gov,Female,Product Management,Master's Degree,1983-02-07,False,5,High,Good,Customer Service Excellence,92345.89,free snacks,Job board,60000,53.90981666666666,No,Family commitments,2012-11-04,Personal - Life Events,Voluntary,Meet Expectation
180,181,Batsheva Pieper,bpieper50@instagram.com,Female,Business Development,Professional Degree,2008-11-11,True,5,Low,Good,Project Management Fundamentals,57532.99,company car,Job board,60000,-4.111683333333336,Yes,,,,,Meet Expectation
181,182,Emelen Vockins,evockins51@wunderground.com,Male,Legal,PhD,1994-03-21,False,4,Moderate,Superior,Effective Communication Skills,117968.54,free snacks,Employee referral,90000,31.07615555555554,No,Family commitments,2016-08-31,Personal - Life Events,Voluntary,High
182,183,Delora Brouncker,dbrouncker52@example.com,Female,Product Management,High School Diploma,2007-01-30,True,1,Moderate,Unsatisfactory,Effective Communication Skills,141345.78,gym membership,Job board,55000,156.9923272727273,No,,,,,Low
